"mybibtex_key","Author(s)","Title","Outlet","DOI","Cluster","Year of publication","closeness_centrality"
"lyman_evolutionary_2006","lyman rl;o'brien mj","evolutionary archaeology is unlikely to go extinct: response to gabora","world archaeology","10.1080/00438240600963460",4,2006,0.85341988176147
"eldredge_foreword_2006","eldredge n","foreword","mapping our ancestors","NA",4,2006,0.809437262766004
"silva-gago_visual_2022","silva-gago m;ioannidou f;fedato t;bruner e","visual attention and cognitive archaeology: an eye-tracking study of palaeolithic stone tools","perception","10.1177/03010066211069504",5,2022,0.574201046887503
"mika_north_2021","mika a;buchanan b;walker r;key b;bebber m;eren m","north american clovis point form and performance iii: an experimental assessment of knife cutting efficiency","lithic technology","10.1080/01977261.2021.2016257",5,2021,0.674756034998333
"hashemi_investigation_2021","hashemi sm;nasab hv;berillon m","an investigation of the flake-based lithic tool morphology using 3d geometric morphometrics: a case study from the mirak paleolithic site, iran","journal of archaeological science-reports","10.1016/j.jasrep.2021.102948",5,2021,0.520765401944021
"shoaee_paleolithic_2021","shoaee mj;nasab hv;petraglia md","the paleolithic of the iranian plateau: hominin occupation history and implications for human dispersals across southern asia","journal of anthropological archaeology","10.1016/j.jaa.2021.101292",5,2021,0.25943903854831
"rosenberg-yefet_acheulian_2021","rosenberg-yefet t;shemer m;barkai r","acheulian shortcuts: cumulative culture and the use of handaxes as cores for the production of predetermined blanks","journal of archaeological science-reports","10.1016/j.jasrep.2021.102822",5,2021,0.667853739081257
"bebber_role_2021","bebber mr","the role of functional efficiency in the decline of north america's copper culture (8000-3000 bp): an experimental, ecological, and evolutionary approach","journal of archaeological method and theory","10.1007/s10816-020-09497-0",5,2021,0.694336555906733
"premo_reconciling_2020","premo ls","reconciling and reassessing the accumulated copying error model's population-level predictions for continuous cultural traits","american anthropologist","10.1111/aman.13485",5,2020,0.776125252254799
"stade_theory_2020","stade cm","theory of mind as a proxy for palaeolithic language ability an alternative to the search for the earliest symbolic material culture","language dynamics and change","10.1163/22105832-20201000",5,2020,0.584849868772611
"manem_modeling_2020","manem s","modeling the evolution of ceramic traditions through a phylogenetic analysis of thechaines operatoires: the european bronze age as a case study","journal of archaeological method and theory","10.1007/s10816-019-09434-w",5,2020,0.844319182692665
"lycett_spatially_2020","lycett sj","spatially mediated cultural transmission and the distribution of horse blanket styles among post-contact and reservation-period tribes of western north america","archaeological and anthropological sciences","10.1007/s12520-019-00973-7",5,2020,0.698326837585653
"smith_discerning_2020","smith hl;kuzminsky sc;linderholm a","discerning dispersals along the pacific and interior corridors: contributions of geometric morphometrics to the peopling of the americas","paleoamerica","10.1080/20555563.2019.1696149",5,2020,0.545481988535102
"schmidt_birch_2019","schmidt p;blessing m;rageot m;iovita r;pfleging j;nickel kg;righetti l;tennie c","birch tar production does not prove neanderthal behavioral complexity","proceedings of the national academy of sciences of the united states of america","10.1073/pnas.1911137116",5,2019,0.403340032704414
"pargeter_understanding_2019","pargeter j;khreisheh n;stout d","understanding stone tool-making skill acquisition: experimental methods and evolutionary implications","journal of human evolution","10.1016/j.jhevol.2019.05.010",5,2019,0.678951950715909
"shilton_is_2019","shilton d","is language necessary for the social transmission of lithic technology?","journal of language evolution","10.1093/jole/lzz004",5,2019,0.381104489820929
"lycett_confirmation_2019","lycett sj","confirmation of the role of geographic isolation by distance in among-tribe variations in beadwork designs and manufacture on the high plains","archaeological and anthropological sciences","10.1007/s12520-018-0742-3",5,2019,0.617564858408779
"lycett_cultural_2019","lycett sj","cultural transmission in the post-contact plateau region and beyond: insights from funerary practices, fishing practices, clothing, and languages","journal of anthropological archaeology","10.1016/j.jaa.2019.04.005",5,2019,0.74989248270297
"obrien_more_2019","o'brien mj","more on clovis learning: individual-level processes aggregate to form population-level patterns","paleoamerica","10.1080/20555563.2019.1600126",5,2019,0.750174367297535
"hamilton_spatiotemporal_2019","hamilton mj;buchanan b;walker rs","spatiotemporal diversification of projectile point types in western north america over 13,000 years","journal of archaeological science-reports","10.1016/j.jasrep.2019.01.029",5,2019,0.814319820011931
"obrien_setting_2019","o'brien mj","setting the stage: the late pleistocene colonization of north america","quaternary","10.3390/quat2010001",5,2019,0.632663198688501
"schillinger_flow_2019","schillinger k;lycett sj","the flow of culture: assessing the role of rivers in the inter-community transmission of material traditions in the upper amazon","journal of archaeological method and theory","10.1007/s10816-018-9369-z",5,2019,0.583080241787522
"maloney_towards_2019","maloney tr","towards quantifying teaching and learning in prehistory using stone artifact reduction sequences","lithic technology","10.1080/01977261.2018.1564855",5,2019,0.693100488733308
"okumura_archaeology_2019","okumura m;araujo agm","archaeology, biology, and borrowing: a critical examination of geometric morphometrics in archaeology","journal of archaeological science","10.1016/j.jas.2017.09.015",5,2019,0.796329732856587
"drost_toy_2018","drost cj;vander linden m","toy story: homophily, transmission and the use of simple simulation models for assessing variability in the archaeological record","journal of archaeological method and theory","10.1007/s10816-018-9394-y",5,2018,0.70473491153338
"dorland_touch_2018","dorland sgh","the touch of a child: an analysis of fingernail impressions on late woodland pottery to identify childhood material interactions","journal of archaeological science-reports","10.1016/j.jasrep.2018.07.020",5,2018,0.68582531068344
"smith_origins_2018","smith hl;goebel t","origins and spread of fluted-point technology in the canadian ice-free corridor and eastern beringia","proceedings of the national academy of sciences of the united states of america","10.1073/pnas.1800312115",5,2018,0.668874997361418
"garvey_current_2018","garvey r","current and potential roles of archaeology in the development of cultural evolutionary theory","philosophical transactions of the royal society b-biological sciences","10.1098/rstb.2017.0057",5,2018,0.910228009835318
"wood_wound_2018","wood j;fitzhugh b","wound ballistics: the prey specific implications of penetrating trauma injuries from osseous, flaked stone, and composite inset microblade projectiles during the pleistocene/holocene transition, alaska usa","journal of archaeological science","10.1016/j.jas.2017.10.006",5,2018,0.600538012223357
"ting_indigenous_2018","ting c;hung ju;hofman cl;degryse p","indigenous technologies and the production of early colonial ceramics in dominican republic","journal of archaeological science-reports","10.1016/j.jasrep.2017.10.035",5,2018,0.455542452139696
"lycett_david_2018","lycett sj;shennan sj","david clarke's analytical archaeology at 50","world archaeology","10.1080/00438243.2018.1470561",5,2018,0.866397894960638
"riede_role_2018","riede f;johannsen nn;hogberg a;nowell a;lombard m","the role of play objects and object play in human cognitive evolution and innovation","evolutionary anthropology","10.1002/evan.21555",5,2018,0.62196231783872
"lycett_cultural_2017","lycett sj","cultural patterns within and outside of the post-contact great plains as revealed by parfleche characteristics: implications for areal arrangements in artifactual data","journal of anthropological archaeology","10.1016/j.jaa.2017.07.003",5,2017,0.601660252393401
"bebber_tempered_2017","bebber mr","tempered strength: a controlled experiment assessing opportunity costs of adding temper to clay","journal of archaeological science","10.1016/j.jas.2017.08.002",5,2017,0.670170506261955
"schillinger_differences_2017","schillinger k;mesoudi a;lycett sj","differences in manufacturing traditions and assemblage-level patterns: the origins of cultural differences in archaeological data","journal of archaeological method and theory","10.1007/s10816-016-9280-4",5,2017,0.782307960455861
"buchanan_environment-induced_2017","buchanan b;chao a;chiu ch;colwell rk;o'brien mj;werner a;eren mi","environment-induced changes in selective constraints on social learning during the peopling of the americas","scientific reports","10.1038/srep44431",5,2017,0.674118756730553
"amick_evolving_2017","amick ds","evolving views on the pleistocene colonization of north america","quaternary international","10.1016/j.quaint.2015.12.030",5,2017,0.601137665309575
"suarez_human_2017","suarez r","the human colonization of the southeast plains of south america: climatic conditions, technological innovations and the peopling of uruguay and south of brazil","quaternary international","10.1016/j.quaint.2016.02.018",5,2017,0.241440647203504
"clarkson_teaching_2017","clarkson c","teaching complex flint knapping strategies in the classroom using ``potato knapping''","lithic technology","10.1080/01977261.2017.1385213",5,2017,0.696393834398933
"lycett_factors_2016","lycett sj;schillinger k;eren mi;von;cramon-taubadel n;mesoudi a","factors affecting acheulean handaxe variation: experimental insights, microevolutionary processes, and macroevolutionary outcomes","quaternary international","10.1016/j.quaint.2015.08.021",5,2016,0.783642125480612
"obrien_design_2016","o'brien mj;boulanger mt;buchanan ra;lyman rl;lipo cp;madsen me;eren mi","design space and cultural transmission: case studies from paleoindian eastern north america","journal of archaeological method and theory","10.1007/s10816-015-9258-7",5,2016,0.884610776025562
"schillinger_copying_2016","schillinger k;mesoudi a;lycett sj","copying error, evolution, and phylogenetic signal in artifactual traditions: an experimental approach using ``model artifacts''","journal of archaeological science","10.1016/j.jas.2016.04.013",5,2016,0.786452505832708
"lycett_levallois_2016","lycett sj;von cramon-taubadel n;eren mi","levallois: potential implications for learning and cultural transmission capacities","lithic technology","10.1179/2051618515y.0000000012",5,2016,0.635835517264336
"schillinger_impact_2015","schillinger k;mesoudi a;lycett sj","the impact of imitative versus emulative learning mechanisms on artifactual variation: implications for the evolution of material culture","evolution and human behavior","10.1016/j.evolhumbehav.2015.04.003",5,2015,0.8068375746406
"araujo_vastness_2015","araujo agm","on vastness and variability: cultural transmission, historicity, and the paleoindian record in eastern south america","anais da academia brasileira de ciencias","10.1590/0001-3765201520140219",5,2015,0.701138126462688
"lycett_toward_2015","lycett sj;von cramon-taubadel n","toward a ``quantitative genetic'' approach to lithic variation","journal of archaeological method and theory","10.1007/s10816-013-9200-9",5,2015,0.866350609481297
"wren_does_2015","wren cd;costopoulos a","does environmental knowledge inhibit hominin dispersal?","human biology","10.13110/humanbiology.87.3.0205",5,2015,0.775281621659481
"lycett_cultural_2015","lycett sj","cultural evolutionary approaches to artifact variation over time and space: basis, progress, and prospects","journal of archaeological science","10.1016/j.jas.2015.01.004",5,2015,0.937607792460332
"eren_social_2015","eren mi;buchanan b;o'brien mj","social learning and technological evolution during the clovis colonization of the new world","journal of human evolution","10.1016/j.jhevol.2015.01.002",5,2015,0.77814620796068
"lam_everything_2014","lam w","everything old is new again? rethinking the transition to cast iron production in the central plains of china","journal of anthropological research","10.3998/jar.0521004.0070.402",5,2014,0.763114355130123
"bentley_effects_2014","bentley ra;caiado ccs;ormerod p","effects of memory on spatial heterogeneity in neutrally transmitted culture","evolution and human behavior","10.1016/j.evolhumbehav.2014.02.001",5,2014,0.834526907045397
"sarjeant_mental_2014","sarjeant c","mental templates and ceramic manufacture at neolithic an son, southern vietnam","cambridge archaeological journal","10.1017/s0959774314000468",5,2014,0.730859024417192
"okumura_long-term_2014","okumura m;araujo agm","long-term cultural stability in hunter-gatherers: a case study using traditional and geometric morphometric analysis of lithic stemmed bifacial points from southern brazil","journal of archaeological science","10.1016/j.jas.2014.02.009",5,2014,0.717192176764181
"newman_ballistically_2013","newman k;moore mw","ballistically anomalous stone projectile points in australia","journal of archaeological science","10.1016/j.jas.2013.01.023",5,2013,0.792092432162538
"white_abstract_2013","white a","an abstract model showing that the spatial structure of social networks affects the outcomes of cultural transmission processes","jasss-the journal of artificial societies and social simulation","10.18564/jasss.2219",5,2013,0.772473765424601
"mesoudi_statistical_2012","mesoudi a;o'brien mj","statistical analyses cannot be divorced from archaeological theory: a reply to potter","american antiquity","10.7183/0002-7316.77.2.372",5,2012,0.883267724908662
"mateus_terrestrial_2012","mateus l;ferreira v;aguiar j;dias a","terrestrial laser scanning and digital photogrammetry as tools for the archaeological recording - the case of convento de cristo","actas del primer congreso internacional de buenas practicas en patrimonio mundial: arqueologia","NA",5,2012,0.455480509479768
"obrien_stimulated_2011","o'brien mj;bentley ra","stimulated variation and cascades: two processes in the evolution of complex technological systems","journal of archaeological method and theory","10.1007/s10816-011-9110-7",5,2011,0.882488579258922
"white_transmission_2009","white jc;hamilton eg","the transmission of early bronze technology to thailand: new perspectives","journal of world prehistory","10.1007/s10963-009-9029-z",5,2009,0.701416566621509
"chernela_work_2021","chernela j","the work and influence of robert l.carneiro, cultural evolutionist and pioneerin amazonian anthropology<br>","journal of anthropological research","10.1086/716754",6,2021,0.247430640046036
"tushingham_how_2021","tushingham s;barton l;bettinger rl","how ancestral subsistence strategies solve salmon starvation and the ``protein problem'' of pacific rim resources","american journal of physical anthropology","10.1002/ajpa.24281",6,2021,0.371607834471411
"sabatino_clays_2021","sabatino g;franzone m;martinelli mt;italiano f;caccamo mt;mezzatesta f;magazu s;tripodo a;di bella m","from clays to pottery: role of geomaterials in the social-technological development of the messina territory (sicily, italy) and archaeological-historical information on the main kilns","atti accademia peloritana dei pericolanti-classe di scienze fisiche matematiche e naturali","10.1478/aapp.99s1a43",6,2021,0.120960136677996
"munoz-garcia_games_2020","munoz-garcia g;sanchez-montanes e","games and toys in the north american native world: contributions to visibility and children education","arte individuo y sociedad","10.5209/aris.66239",6,2020,0.1530964640122
"simpson_sedentism_2020","simpson lm;jones tl","sedentism and settlement in native california: research progress and prospects","california archaeology","10.1080/1947461x.2020.1755188",6,2020,0.258068465129895
"neninger_vega_bond_2019","neninger vega b;moya padilla ne","bond family nets and music. brief theoretical boarding","revista universidad y sociedad","NA",6,2019,0.239767715759754
"langlie_building_2018","langlie bas","building ecological resistance: late intermediate period farming in the south-central highland andes (ce 1100-1450)","journal of anthropological archaeology","10.1016/j.jaa.2018.06.005",6,2018,0.154934597480579
"hoyer_empirical_2018","hoyer d;manning jg","empirical regularities across time, space, and culture: a critical review of comparative methods in ancient historical research","historia-zeitschrift fur alte geschichte","10.25162/historia-2018-0006",6,2018,0.573544045233154
"rappaport_evolution_2018","rappaport mb;corbally c","evolution of religious capacity in the genus homo: trait complexity in action through compassion","zygon","10.1111/zygo.12388",6,2018,0.121651793735637
"turchin_quantitative_2018","turchin p;currie te;whitehouse p;feeney k;mullins d;hoyer d;collins c;grohmann s;savage g;turner e;dupeyron a;cioni e;reddish j;levine j;jordan e;williams a;cesaretti r;krueger m;ceccarelli a;figliulo-rosswurm j;tuan pj;peregrine p;marciniak a;preiser-kapeller j;kradin n;korotayev a;palmisano a;baker d;bidmead j;bol d;cook c;covey a;feinman ad;kristinsson a;miksic r;petrie c;rudiak-gould p;ter haar b;wallace v;mair v;xie l;baines j;bridges e;manning j;lockhart a;spencer c","quantitative historical analysis uncovers a single dimension of complexity that structures global variation in human social organization","proceedings of the national academy of sciences of the united states of america","10.1073/pnas.1708800115",6,2018,0.37449544811363
"arnold_entrenched_2016","arnold je;sunell s;nigra bt;bishop kj;jones t;bongers j","entrenched disbelief: complex hunter-gatherers and the case for inclusive cultural evolutionary thinking","journal of archaeological method and theory","10.1007/s10816-015-9246-y",6,2016,0.44446652827497
"mann_have_2016","mann m","have human societies evolved? evidence from history and pre-history","theory and society","10.1007/s11186-016-9269-8",6,2016,0.569528260677621
"morgan_is_2015","morgan c","is it intensification yet? current archaeological perspectives on the evolution of hunter-gatherer economies","journal of archaeological research","10.1007/s10814-014-9079-3",6,2015,0.658562006520049
"prentiss_cultural_2012","prentiss am;foor ta;cross g;harris le;wanzenried m","the cultural evolution of material wealth-based inequality at bridge river, british columbia","american antiquity","10.7183/0002-7316.77.3.542",6,2012,0.608005472929347
"arakawa_cyclical_2012","arakawa f","cyclical cultural trajectories a case study from the mesa verde region","journal of anthropological research","10.3998/jar.0521004.0068.102",6,2012,0.481159416937611
"kohler_coevolution_2012","kohler ta;cockburn d;hooper rk;kobti z","the coevolution of group size and leadership: an agent-based public goods model for prehispanic pueblo societies","advances in complex systems","10.1142/s0219525911003256",6,2012,0.474389494801811
"pitman_evolution_2011","pitman gr","the evolution of human warfare","philosophy of the social sciences","10.1177/0048393110371380",6,2011,0.320913384235158
"denning_ten_2011","denning k","ten thousand revolutions: conjectures about civilizations","acta astronautica","10.1016/j.actaastro.2009.11.019",6,2011,0.228210263471115
"siegel_continuity_2010","siegel pe","continuity and change in the evolution of religion and political organization on pre-columbian puerto rico","journal of anthropological archaeology","10.1016/j.jaa.2010.04.002",6,2010,0.348848710024529
"deblasis_new_2010","deblasis p","new perspectives on moundbuilding societies from coastal southern brazil - natural dynamics and regional archaeology","international union for prehistoric and protohistoric sciences proceedings of the xv world congress, 2006, vol 8","NA",6,2010,0.290195072525001
"serrand_use_2008","serrand n","the use of molluscs in the precolumbian amerindian lesser antilles: human, animal, and environmental parameters (with an emphasis on metrics)","archaeofauna","NA",6,2008,0.062372948332386
"kardulias_archaeology_2008","kardulias pn;hall td","archaeology and world-systems analysis","world archaeology","10.1080/00438240802453252",6,2008,0.599835076451474
"parkinson_secondary_2007","parkinson wa;galaty ml","secondary states in perspective: an integrated approach to state formation in the prehistoric aegean","american anthropologist","10.1525/aa.2007.109.1.113",6,2007,0.442530402320797
"peregrine_modeling_2007","peregrine pn;ember cr;ember m","modeling state origins using cross-cultural data","cross-cultural research","10.1177/1069397106295445",6,2007,0.466873337696075
"chrisomalis_comparing_2006","chrisomalis s","comparing cultures and comparing processes: diachronic methods in cross-cultural anthropology","cross-cultural research","10.1177/1069397106287926",6,2006,0.526412947182355
"drennan_patterned_2006","drennan rd;peterson ce","patterned variation in prehistoric chiefdoms","proceedings of the national academy of sciences of the united states of america","10.1073/pnas.0510862103",6,2006,0.352983992259792
"neff_smokescreens_2006","neff h;blomster j;glascock md;bishop rl;blackman mj;coe md;cowgill gl;cyphers a;diehl ra;houston s;joyce aa;lipo cp;winter m","smokescreens in the provenance investigation of early formative mesoamerican ceramics","latin american antiquity","10.2307/25063039",6,2006,0.258390737121663
"smith_new_2006","smith me;schreiber kj","new world states and empires: politics, religion, and urbanism","journal of archaeological research","10.1007/s10814-005-9000-1",6,2006,0.251673712670018
"peregrine_synchrony_2006","peregrine pn","synchrony in the new world: an example of archaeoethnology","cross-cultural research","10.1177/1069397105282507",6,2006,0.351092947564261
"peregrine_cross-cultural_2004","peregrine pn","cross-cultural approaches in archaeology: comparative ethnology, comparative archaeology, and archaeoethnology","journal of archaeological research","10.1023/b:jare.0000040232.61243.89",6,2004,0.366528294401524
"arnold_archaeology_2004","arnold je;walsh mr;hollimon se","the archaeology of california","journal of archaeological research","10.1023/b:jare.0000016694.82226.62",6,2004,0.509162308952353
"peregrine_universal_2004","peregrine pn;ember cr;ember m","universal patterns in cultural evolution: an empirical analysis using guttman scaling","american anthropologist","10.1525/aa.2004.106.1.145",6,2004,0.400092450869334
"carneiro_can_2004","carneiro rl","can anthropology be made a science? a retrospective glance","ethnos","10.1080/0014184042000212",6,2004,0.451297554681548
"dawson_marriage_2002","dawson d","the marriage of marx and darwin? (marvin harris, jared diamond)","history and theory","10.1111/1468-2303.00190",6,2002,0.456893416525132
"whalen_casas_2001","whalen me;minnis pe","the casas grandes regional system: a late prehistoric polity of northwestern mexico","journal of world prehistory","10.1023/a:1013187605760",6,2001,0.531674883731087
"peregrine_cross-cultural_2001","peregrine pn","cross-cultural comparative approaches in archaeology","annual review of anthropology","10.1146/annurev.anthro.30.1.1",6,2001,0.45643900534237
"stanish_origin_2001","stanish c","the origin of state societies in south america","annual review of anthropology","10.1146/annurev.anthro.30.1.41",6,2001,0.151101903902108
"rosenswig_some_2000","rosenswig rm","some political processes of ranked societies","journal of anthropological archaeology","10.1006/jaar.2000.0360",6,2000,0.350954636004543
"keegan_west_2000","keegan wf","west indian archaeology, part 2, ceramic age","journal of archaeological research","10.1023/a:1009403127753",6,2000,0.137136435334349
"roscoe_new_2000","roscoe p","new guinea leadership as ethnographic analogy: a critical review","journal of archaeological method and theory","10.1023/a:1009512726844",6,2000,0.176271427862503
"kennett_competitive_2000","kennett dj;kennett jp","competitive and cooperative responses to climatic instability in coastal southern california","american antiquity","10.2307/2694065",6,2000,0.175287937986335
"raab_medieval_1997","raab lm;larson do","medieval climatic anomaly and punctuated cultural evolution in coastal southern california","american antiquity","10.2307/282513",6,1997,0.235713054833766
"morrison_typological_1996","morrison kd","typological schemes and agricultural change - beyond boserup in precolonial south india","current anthropology","10.1086/204530",6,1996,0.438767330067176
"arnold_complex_1992","arnold je","complex hunter-gatherer-fishers of prehistoric california - chiefs, specialists, and maritime adaptations of the channel islands","american antiquity","10.2307/2694835",6,1992,0.418580878034324
"currie_reply_2018","currie te;turchin p;whitehouse p;feeney k;mullins d;hoyer d;collins c;grohmann s;savage g;turner e;dupeyron a;cioni e;reddish j;levine j;jordan e;williams a;cesaretti r;krueger m;ceccarelli a;figliulo-rosswurm j;tuan pj;peregrine p;marciniak a;preiser-kapeller j;kradin n;korotayev a;palmisano a;baker d;bidmead j;bol d;cook c;covey a;feinman ad;kristinsson a;miksic r;petrie c;rudiak-gould p;ter haar b;wallace v;mair v;xie l;baines j;bridges e;manning j;lockhart a;spencer c","reply to tosh et al.: quantitative analyses of cultural evolution require engagement with historical and archaeological research","proceedings of the national academy of sciences of the united states of america","10.1073/pnas.1807312115",6,2018,0.364769247608451
"sharer_origins_2016","sharer rj;traxler lp","the origins of maya states: problems and prospects","origins of maya states","10.1080/09273948.2016.1196711",6,2016,0.3954691360894
"eriksson_pottery_2012","eriksson t","pottery, transmission and innovation in malardalen","local societies in bronze age northern europe","NA",6,2012,0.627977606965252
"spencer_evolutionary_1997","spencer cs","evolutionary approaches in archaeology (selectionism, processualism)","journal of archaeological research","10.1007/bf02229153",6,1997,0.648214359261444
"ashmore_agency_1996","ashmore w;brumfiel em;chapa t;claessen hjm;clark je;cowgill gl;criado f;daltroy tn;demarest a;hodder i;kolb mj;plunket p;urunuela md;schortman e;urban p;ausec m;trigger bg","agency, ideology, and power in archaeological theory - comments and replies","current anthropology","10.1086/ca.37.1.2744155",6,1996,0.314384410755402
"oxman_reflections_2021","oxman te","reflections on tribalism and aging","american journal of geriatric psychiatry","10.1016/j.jagp.2021.05.001",7,2021,0.469398765109486
"ma_animals_2021","ma s;doyon l","animals for tools: the origin and development of bone technologies in china","frontiers in earth science","10.3389/feart.2021.784313",7,2021,0.449263243649623
"zwyns_initial_2021","zwyns n","the initial upper paleolithic in central and east asia: blade technology, cultural transmission, and implications for human dispersals","journal of paleolithic archaeology","10.1007/s41982-021-00085-6",7,2021,0.769953646677869
"barton_artifacts_2021","barton cm;clark ga","from artifacts to cultures: technology, society, and knowledge in the upper paleolithic","journal of paleolithic archaeology","10.1007/s41982-021-00091-8",7,2021,0.656052384209818
"gallello_analysis_2021","gallello g;ramacciotti m;garcia-puchol s;cortell-nicolau a;cervera a;pastor a;mcclure sb","analysis of stratigraphical sequences at cocina cave (spain) using rare earth elements geochemistry","boreas","10.1111/bor.12530",7,2021,0.22196991527659
"maier_cultural_2021","maier a;stojakowits p;mayr c;pfeifer s;preusser f;zolitschka b;anghelinu m;bobak d;duprat-oualid f;einwoegerer t;hambach u;haendel m;kaminska l;kaempf l;lanczont m;lehmkuhl f;ludwig e;mroczek p;nemergut a;nerudova z;nita l;polanska m;poltowicz-bobak m;rius d;roemer w;simon u;skrdla p;ujvari g;veres d","cultural evolution and environmental change in central europe between 40 and 15 ka","quaternary international","10.1016/j.quaint.2020.09.049",7,2021,0.501826252180441
"walker_stabilization_2021","walker r;eriksson a;ruiz c;newton th;casalegno f","stabilization of cultural innovations depends on population density: testing an epidemiological model of cultural evolution against a global dataset of rock art sites and climate-based estimates of ancient population densities","plos one","10.1371/journal.pone.0247973",7,2021,0.789586872787562
"lundstrom_demographic_2021","lundstrom v;peters r;riede f","demographic estimates from the palaeolithic-mesolithic boundary in scandinavia: comparative benchmarks and novel insights","philosophical transactions of the royal society b-biological sciences","10.1098/rstb.2020.0037",7,2021,0.830871614898131
"schmidt_approaching_2021","schmidt i;hilpert j;kretschmer i;peters r;broich m;schiesberg s;vogels kp;zimmermann a;maier a","approaching prehistoric demography: proxies, scales and scope of the cologne protocol in european contexts","philosophical transactions of the royal society b-biological sciences","10.1098/rstb.2019.0714",7,2021,0.601574685783596
"velliky_early_2021","velliky ec;schmidt p;bellot-gurlet l;wolf s;conard nj","early anthropogenic use of hematite on aurignacian ivory personal ornaments from hohle fels and vogelherd caves, germany","journal of human evolution","10.1016/j.jhevol.2020.102900",7,2021,0.50582517159109
"muehlenbeck_origin_2020","muehlenbeck c;jacobsen t","on the origin of visual symbols","journal of comparative psychology","10.1037/com0000229",7,2020,0.585660318616877
"gabora_model_2020","gabora l;steel m","a model of the transition to behavioural and cognitive modernity using reflexively autocatalytic networks","journal of the royal society interface","10.1098/rsif.2020.0545",7,2020,0.504293939930297
"cortell-nicolau_cultural_2020","cortell-nicolau a;garcia-puchol o;shennan s","cultural continuities and discontinuities at the neolithic transition in eastern iberia: an analysis of the morphometry of geometric microliths","archaeological and anthropological sciences","10.1007/s12520-020-01204-0",7,2020,0.306859323305244
"read_cultural_2020","read d;andersson c","cultural complexity and complexity evolution","adaptive behavior","10.1177/1059712318822298",7,2020,0.817134284558097
"mackay_excavations_2020","mackay a;cartwright cr;heinrich s;low ma;stahlschmidt mc;steele te","excavations at klipfonteinrand reveal local and regional patterns of adaptation and interaction through mis 2 in southern africa","journal of paleolithic archaeology","10.1007/s41982-019-00040-6",7,2020,0.485300059060541
"nielsen_homo_2020","nielsen m;langley mc;shipton c;kapitany r","homo neanderthalensis and the evolutionary origins of ritual inhomo sapiens","philosophical transactions of the royal society b-biological sciences","10.1098/rstb.2019.0424",7,2020,0.54592160516561
"garcia-rivero_exceptional_2020","garcia-rivero d;taylor r;umbelino c;price td;garcia-vinas e;bernaldez-sanchez g;pena-chocarro l;barrera-cruz m;gibaja-bao jf;diaz-rodriguez mj;monteiro p;vera-rodriguez jc;perez-gonzalez j","the exceptional finding of locus 2 at dehesilla cave and the middle neolithic ritual funerary practices of the iberian peninsula","plos one","10.1371/journal.pone.0236961",7,2020,0.177635043054294
"derex_cumulative_2020","derex m;mesoudi a","cumulative cultural evolution within evolving population structures","trends in cognitive sciences","10.1016/j.tics.2020.04.005",7,2020,0.852323665400867
"romano_multilevel_2020","romano v;lozano s;de pablo jfl","a multilevel analytical framework for studying cultural evolution in prehistoric hunter-gatherer societies","biological reviews","10.1111/brv.12599",7,2020,0.820949569497827
"rezek_aggregates_2020","rezek z;holdaway sj;olszewski di;lin sc;douglass m;mcpherron s;iovita dr;sandgathe d","aggregates, formational emergence, and the focus on practice in stone artifact archaeology","journal of archaeological method and theory","10.1007/s10816-020-09445-y",7,2020,0.775820495317563
"belfer-cohen_prehistoric_2020","belfer-cohen a;hovers e","prehistoric perspectives on ``others'' and ``strangers''","frontiers in psychology","10.3389/fpsyg.2019.03063",7,2020,0.495247494555378
"langley_playing_2020","langley mc;benitez-burraco a;kempe v","playing with language, creating complexity: has play contributed to the evolution of complex language?","evolutionary anthropology","10.1002/evan.21810",7,2020,0.408245860628284
"kadowaki_lithic_2019","kadowaki s;tamura t;sano k;kurozumi t;maher la;wakano jy;omori r;hirose m;massadeh s;henry do","lithic technology, chronology, and marine shells from wadi aghar, southern jordan, and initial upper paleolithic behaviors in the southern inland levant","journal of human evolution","10.1016/j.jhevol.2019.102646",7,2019,0.463618587780091
"shipton_new_2019","shipton c;o'connor s;jankowski n;o'connor-veth t;kealy s;boulanger c","a new 44,000-year sequence from asitau kuru (jerimalai), timor-leste, indicates long-term continuity in human behaviour","archaeological and anthropological sciences","10.1007/s12520-019-00840-5",7,2019,0.272778199481787
"garcia-rivero_ecological_2019","garcia-rivero d;perez-jorda g;garcia-vinas e;antonio lopez-saez j;taylor r;pena-chocarro l;bernaldez-sanchez e;perez-diaz s","ecological patterns and use of natural resources during the neolithic of the south of the iberian peninsula: an update from the 6th to 4th millennia cal bc sequence of dehesilla cave","quaternary science reviews","10.1016/j.quascirev.2019.07.010",7,2019,0
"cortell-nicolau_wandering_2019","cortell-nicolau a;garcia-puchol o;barton cm;diez-castillo a;pardo-gordo s","wandering through the mesolithic. an archaeostatistical approach to explore the mobility patterns in eastern iberia","journal of archaeological science-reports","10.1016/j.jasrep.2019.101892",7,2019,0.381890641347731
"greenbaum_was_2019","greenbaum g;friesem de;hovers e;feldman mw;kolodny o","was inter-population connectivity of neanderthals and modern humans the driver of the upper paleolithic transition rather than its product?","quaternary science reviews","10.1016/j.quascirev.2018.12.011",7,2019,0.769807805688943
