mybibtex_key,Author(s),Title,Outlet,DOI,Cluster,Year of publication,size,closeness_centrality,degree_centrality
pardo-gordo_complex_2017,pardo-gordo s,complex adaptative systems and computational simulation in archaeology,trabajos de prehistoria,10.3989/tp.2017.12181,5,2017,16,0.831509863696522,0.6185819070904646
tamura_quantifying_2017,tamura k;ihara y,quantifying cultural macro-evolution: a case study of the hinoeuma fertility drop,evolution and human behavior,10.1016/j.evolhumbehav.2016.07.007,4,2017,14,0.6185130771998143,0.6552567237163814
yablokov_biosphere_2017,yablokov a;levchenko v;kerzhentsev a,the biosphere as a living system. on the harmonization of human and biosphere relationship,philosophy and cosmology-filosofiya i kosmologiya,NA,2,2017,45,0.4716509968272899,0.02444987775061125
crema_revealing_2016,crema er;kandler a;shennan s,revealing patterns of cultural transmission from frequency data: equilibrium and non-equilibrium assumptions,scientific reports,10.1038/srep39122,3,2016,6,0.6165110049864141,0.5427872860635696
de_voogt_navigating_2016,de voogt a,"navigating disciplinary boundaries: script, games and the role of language",evolutionary biology,10.1007/s11692-015-9316-9,3,2016,8,0.6549789062439576,0.7041564792176039
kressing_lateral_2016,kressing f,"lateral and vertical transfer in biology, linguistics and anthropology: an account of widely neglected ideas in the formation of evolutionary theories",evolutionary biology,10.1007/s11692-015-9330-y,1,2016,11,0.7416830648145539,0.38141809290953543
taylor_first_2016,taylor r,the first stone and the last tasmanian: the colonial correspondence of edward burnett tylor and henry ling roth,oceania,10.1002/ocea.5145,1,2016,41,0.6152813700405108,0.06845965770171149
damlien_eastern_2016,damlien h,eastern pioneers in westernmost territories? current perspectives on mesolithic hunter-gatherer large-scale interaction and migration within northern eurasia,quaternary international,10.1016/j.quaint.2014.02.023,3,2016,1,0.702408813085832,0.6479217603911981
grove_population_2016,grove m,"population density, mobility, and cultural transmission",journal of archaeological science,10.1016/j.jas.2016.09.002,4,2016,10,0.5934957297897763,0.3740831295843521
hosner_spatiotemporal_2016,hosner d;wagner m;tarasov pe;chen x;leipe c,spatiotemporal distribution patterns of archaeological sites in china during the neolithic and bronze age: an overview,holocene,10.1177/0959683616641743,2,2016,8,0.6859278313971922,0.18092909535452323
premo_effective_2016,premo ls,effective population size and the effects of demography on cultural diversity and technological complexity,american antiquity,10.7183/0002-7316.81.4.605,4,2016,36,0.632865695953556,0.7090464547677262
buchanan_drivers_2016,buchanan b;o'brien mj;collard m,drivers of technological richness in prehistoric texas: an archaeological test of the population size and environmental risk hypotheses,archaeological and anthropological sciences,10.1007/s12520-015-0245-4,4,2016,1,0.680345159679032,0.6650366748166259
little_how_2016,little cajl;lancy df,how do children become workers? making sense of conflicting accounts of cultural transmission in anthropology and psychology,ethos,10.1111/etho.12131,1,2016,16,0.7142887749686924,0.1295843520782396
premo_cultural_2016,premo ls;tostevin gb,cultural transmission on the taskscape: exploring the effects of taskscape visibility on cultural diversity,plos one,10.1371/journal.pone.0161766,4,2016,36,0.683415625314257,0.7603911980440098
rohling_of_2016,rohling ej,of lakes and fields: a framework for reconciling palaeoclimatic drought inferences with archaeological impacts,journal of archaeological science,10.1016/j.jas.2016.07.005,2,2016,33,0.5825302592845616,0.097799511002445
zhang_dongju_history_2016,zhang dongju zdj;dong guanghui dgh;wang hui wh;ren xiaoyan rxy;ha;pipu'u hpp;qiang mingrui qmr;chen fahu cfh,history and possible mechanisms of prehistoric human migration to the tibetan plateau,science china-earth sciences,10.1007/s11430-015-5482-x,2,2016,57,0.7469661150892554,0.1271393643031785
lycett_factors_2016,lycett sj;schillinger k;eren mi;von;cramon-taubadel n;mesoudi a,"factors affecting acheulean handaxe variation: experimental insights, microevolutionary processes, and macroevolutionary outcomes",quaternary international,10.1016/j.quaint.2015.08.021,3,2016,30,0.7491379224313679,0.7677261613691931
guo_palaeo-earthquake_2016,guo y;huang cc;pang j;zha x;zhou y;zhou q;hu g,"palaeo-earthquake and palaeo-mudflow events at the machangyuan ruins in the huangshui river valley, northeastern margin of the tibetan plateau",holocene,10.1177/0959683616638437,2,2016,6,0.5910050847267345,0.08557457212713937
scanlon_study_2016,scanlon la,study of knots in material culture,journal of knot theory and its ramifications,10.1142/s0218216516410157,1,2016,45,0.5005339283341714,0.4034229828850856
collard_empirical_2016,collard m;vaesen k;cosgrove r;roebroeks w,the empirical case against the `demographic turn' in palaeolithic archaeology,philosophical transactions of the royal society b-biological sciences,10.1098/rstb.2015.0242,4,2016,4,0.6214230905938488,0.4621026894865526
marean_transition_2016,marean cw,the transition to foraging for dense and predictable resources and its impact on the evolution of modern humans,philosophical transactions of the royal society b-biological sciences,10.1098/rstb.2015.0239,4,2016,193,0.8570215274408508,0.5281173594132029
arnold_entrenched_2016,arnold je;sunell s;nigra bt;bishop kj;jones t;bongers j,entrenched disbelief: complex hunter-gatherers and the case for inclusive cultural evolutionary thinking,journal of archaeological method and theory,10.1007/s10816-015-9246-y,5,2016,1,0.8622961034592521,0.36674816625916873
mann_have_2016,mann m,have human societies evolved? evidence from history and pre-history,theory and society,10.1007/s11186-016-9269-8,5,2016,8,0.5947658796198488,0.15158924205378974
montes_landscape_2016,montes l;domingo r;gonzalez-samperiz m;aranbarri j;castanos lm;alcolea m;laborda r,"landscape, resources and people during the mesolithic and neolithic times in ne iberia: the arba de biel basin",quaternary international,10.1016/j.quaint.2015.05.041,2,2016,77,0.5019212726815692,0.1393643031784841
obrien_design_2016,o'brien mj;boulanger mt;buchanan ra;lyman rl;lipo cp;madsen me;eren mi,design space and cultural transmission: case studies from paleoindian eastern north america,journal of archaeological method and theory,10.1007/s10816-015-9258-7,3,2016,5,0.8476518741088658,0.823960880195599
schillinger_copying_2016,schillinger k;mesoudi a;lycett sj,"copying error, evolution, and phylogenetic signal in artifactual traditions: an experimental approach using ``model artifacts''",journal of archaeological science,10.1016/j.jas.2016.04.013,3,2016,87,0.7176398853147526,0.5647921760391198
yi_rethinking_2016,yi m;gao x;li f;chen f,rethinking the origin of microblade technology: a chronological and ecological perspective,quaternary international,10.1016/j.quaint.2015.07.009,4,2016,81,0.7064372653978288,0.2078239608801956
morin_reasons_2016,morin o,reasons to be fussy about cultural evolution,biology \& philosophy,10.1007/s10539-016-9516-4,1,2016,2,0.6323544144680301,0.530562347188264
pustovoytov_early_2016,pustovoytov k;riehl s,the early bronze age/middle bronze age transition and the aquifer geography in the near east,journal of archaeological science,10.1016/j.jas.2016.02.005,2,2016,11,0.43339824511539643,0.08068459657701711
vaesen_population_2016,vaesen k;collard m;cosgrove r;roebroeks w,population size does not explain past changes in cultural complexity,proceedings of the national academy of sciences of the united states of america,10.1073/pnas.1520288113,4,2016,83,0.7507067450255799,0.5647921760391198
clarke_climatic_2016,clarke j;brooks n;banning eb;bar-matthews m;campbell s;clare l;cremaschi m;di;lernia s;drake n;gallinaro m;manning s;nicoll k;philip g;rosen s;schoop ud;tafuri ma;weninger b;zerboni a,climatic changes and social transformations in the near east and north africa during the `long' 4th millennium bc: a comparative study of environmental and archaeological evidence,quaternary science reviews,10.1016/j.quascirev.2015.10.003,2,2016,5,0.8331624549278694,0.11491442542787286
barton_cultural_2016,barton l,the cultural context of biological adaptation to high elevation tibet,archaeological research in asia,10.1016/j.ara.2016.01.001,2,2016,1,0.6878497672053744,0.13202933985330073
cegielski_rethinking_2016,cegielski wh;rogers jd,rethinking the role of agent-based modeling in archaeology,journal of anthropological archaeology,10.1016/j.jaa.2016.01.009,3,2016,2,0.8719439935087514,0.3422982885085575
french_demography_2016,french jc,demography and the palaeolithic archaeological record,journal of archaeological method and theory,10.1007/s10816-014-9237-4,4,2016,4,0.903266107540232,1
gilpin_ecocultural_2016,gilpin w;feldman mw;aoki k,an ecocultural model predicts neanderthal extinction through competition with modern humans,proceedings of the national academy of sciences of the united states of america,10.1073/pnas.1524861113,4,2016,3,0.6539932683265648,0.5036674816625917
angel_vertex_2016,angel d;amutha a,vertex covering and strong covering of flower like network structures,fourth international conference on recent trends in computer science \& engineering (icrtcse 2016),10.1016/j.procs.2016.05.143,NA,NA,NA,NA,NA
capocasa_between_2016,capocasa m;mccuen v;venier b;rufo f,between universal and local: towards an evolutionary anthropology of emotions,anthropological notebooks,NA,1,2016,6,0.6651994187701031,0.41075794621026895
da_silva_comparative_2016,da silva sg;tehrani jj,comparative phylogenetic analyses uncover the ancient roots of indo-european folktales,royal society open science,10.1098/rsos.150645,1,2016,1,0.6066120497741824,0.2787286063569682
lycett_levallois_2016,lycett sj;von cramon-taubadel n;eren mi,levallois: potential implications for learning and cultural transmission capacities,lithic technology,10.1179/2051618515y.0000000012,4,2016,3,0.7655828889476941,0.3374083129584352
mackay_technological_2016,mackay a,technological change and the importance of variability: the western cape of south africa from mis 6-2,africa from mis 6-2: population dynamics and paleoenvironments,10.1007/978-94-017-7520-5\_3,4,2016,8,0.7783114720327605,0.78239608801956
stewart_africa_2016,stewart ba;jones sc,africa from mis 6-2: the florescence of modern humans,africa from mis 6-2: population dynamics and paleoenvironments,10.1007/978-94-017-7520-5\_1,4,2016,262,0.7841648100873958,0.3154034229828851
tennie_island_2016,tennie c;braun dr;premo ls;mcpherron sp,the island test for cumulative culture in the paleolithic,nature of culture,10.1007/978-94-017-7426-0\_11,4,2016,22,0.8028750505899187,0.7212713936430318
kolodny_evolution_2015,kolodny o;creanza n;feldman mw,evolution in leaps: the punctuated accumulation and loss of cultural innovations,proceedings of the national academy of sciences of the united states of america,10.1073/pnas.1520492112,4,2015,4,0.7340780749943333,0.726161369193154
henrich_big_2015,henrich j;chudek m;boyd r,the big man mechanism: how prestige fosters cooperation and creates prosocial leaders,philosophical transactions of the royal society b-biological sciences,10.1098/rstb.2015.0013,1,2015,14,0.7871768966588361,0.6063569682151589
de_voogt_production_2015,de voogt a;eerkens jw;sherman-presser r,production bias in cultural evolution: an examination of cubic dice variation in experimental and archaeological contexts,journal of anthropological archaeology,10.1016/j.jaa.2015.07.003,3,2015,10,0.6081138243761819,0.6185819070904646
fogarty_cultural_2015,fogarty l;creanza n;feldman mw,cultural evolutionary perspectives on creativity and human innovation,trends in ecology \& evolution,10.1016/j.tree.2015.10.004,4,2015,2,0.7066042335877832,0.6723716381418093
porcic_exploring_2015,porcic m,"exploring the effects of assemblage accumulation on diversity and innovation rate estimates in neutral, conformist, and anti-conformist models of cultural transmission",journal of archaeological method and theory,10.1007/s10816-014-9217-8,3,2015,11,0.7003315078372925,0.7726161369193154
ross_frequency-dependent_2015,ross ct;joyas campino p;winterhalder b,frequency-dependent social transmission and the interethnic transfer of female genital modification in the african diaspora and indigenous populations of colombia,human nature-an interdisciplinary biosocial perspective,10.1007/s12110-015-9234-7,1,2015,43,0.4268838748434511,0.09290953545232274
wilf_routinized_2015,wilf e,routinized business innovation: an undertheorized engine of cultural evolution,american anthropologist,10.1111/aman.12336,3,2015,58,0.5848742748644798,0.4254278728606357
luncz_primate_2015,luncz lv;wittig rm;boesch c,primate archaeology reveals cultural transmission in wild chimpanzees (pan troglodytes verus),philosophical transactions of the royal society b-biological sciences,10.1098/rstb.2014.0348,4,2015,64,0.7391153932524075,0.24449877750611246
gallagher_transition_2015,gallagher em;shennan sj;thomas mg,"transition to farming more likely for small, conservative groups with property rights, but increased productivity is not essential",proceedings of the national academy of sciences of the united states of america,10.1073/pnas.1511870112,5,2015,9,0.7258754565005063,0.1295843520782396
lawson_no_2015,lawson dw;james s;ngadaya e;ngowi b;mfinanga sgm;mulder mb,no evidence that polygynous marriage is a harmful cultural practice in northern tanzania,proceedings of the national academy of sciences of the united states of america,10.1073/pnas.1507151112,1,2015,23,0.6068057874643339,0.0488997555012225
martinon-torres_prehistoric_2015,martinon-torres m;uribe-villegas ma,"the prehistoric individual, connoisseurship and archaeological science: the muisca goldwork of colombia",journal of archaeological science,10.1016/j.jas.2015.08.014,3,2015,12,0.5967634476074628,0.05378973105134474
schillinger_impact_2015,schillinger k;mesoudi a;lycett sj,the impact of imitative versus emulative learning mechanisms on artifactual variation: implications for the evolution of material culture,evolution and human behavior,10.1016/j.evolhumbehav.2015.04.003,3,2015,70,0.7094870972100255,0.7359413202933985
timpson_inferential_2015,timpson a;manning k;shennan s,inferential mistakes in population proxies: a response to torfing's ``neolithic population and summed probability distribution of c-14-dates'',journal of archaeological science,10.1016/j.jas.2015.08.018,2,2015,8,0.4403161695024727,0.1271393643031785
rorabaugh_modeling_2015,rorabaugh a,modeling pre-european contact coast salish seasonal social networks and their impacts on unbiased cultural transmission,jasss-the journal of artificial societies and social simulation,10.18564/jasss.2911,3,2015,107,0.7003772451655317,0.7775061124694377
byerly_coffin_2015,byerly rm;roberson jc;egeland cp,"the coffin bison kill (5ja7): bridging perspectives on the past at the door to north park, colorado",north american archaeologist,10.1177/0197693115572773,3,2015,1,0.25357819347696997,0
french_demography_2015,french jc,the demography of the upper palaeolithic hunter-gatherers of southwestern france: a multi-proxy approach using archaeological data,journal of anthropological archaeology,10.1016/j.jaa.2015.04.005,4,2015,3,0.8869775128714802,0.8361858190709046
sharifi_abrupt_2015,sharifi a;pourmand a;canuel e;peterson lc;aichner sj;daryaee t;djamali m;beni an;lahijani hak;swart pk,"abrupt climate variability since the last deglaciation based on a high-resolution, multi-proxy peat record from nw iran: the hand that rocked the cradle of civilization?",quaternary science reviews,10.1016/j.quascirev.2015.07.006,2,2015,98,0.7488924974425206,0.13691931540342298
ellis_ecology_2015,ellis ec,ecology in an anthropogenic biosphere,ecological monographs,10.1890/14-2274.1,1,2015,22,0.91642253405633,0.9779951100244498
scuderi_anthropology_2015,scuderi a,the anthropology of dario fo: an interdisciplinary approach,new theatre quarterly,10.1017/s0266464x15000433,NA,NA,NA,NA,NA
zhuang_neolithisation_2015,zhuang y,neolithisation in north china: landscape and geoarchaeological perspectives,environmental archaeology,10.1179/1749631414y.0000000047,2,2015,15,0.6147524095893624,0.11246943765281174
soriano_still_2015,soriano s;villa p;delagnes a;degano i;pollarolo l;lucejko jj;henshilwood c;wadley l,the still bay and howiesons poort at sibudu and blombos: understanding middle stone age technologies,plos one,10.1371/journal.pone.0131127,4,2015,73,0.7169836912524833,0.27383863080684595
acerbi_if_2015,acerbi a;mesoudi a,if we are all cultural darwinians what's the fuss about? clarifying recent disagreements in the field of cultural evolution,biology \& philosophy,10.1007/s10539-015-9490-2,1,2015,1,0.7442520779323503,0.7775061124694377
li_population_2015,li h;an c;fan w;dong w;zhao y;wang h,"population history and its relationship with climate change on the chinese loess plateau during the past 10,000years",holocene,10.1177/0959683615580200,2,2015,49,0.6025220143006472,0.2176039119804401
maccoun_balancing_2015,maccoun rj,balancing evidence and norms in cultural evolution,organizational behavior and human decision processes,10.1016/j.obhdp.2014.09.009,1,2015,3,0.5589487054396501,0.5354523227383863
conard_examining_2015,conard nj;will m,"examining the causes and consequences of short-term behavioral change during the middle stone age at sibudu, south africa",plos one,10.1371/journal.pone.0130001,4,2015,7,0.7922878967795925,0.8704156479217604
derrico_tephra_2015,d'errico f;banks we,tephra studies and the reconstruction of middle-to-upper paleolithic cultural trajectories,quaternary science reviews,10.1016/j.quascirev.2014.05.014,4,2015,3,0.7054800281130269,0.31295843520782396
araujo_vastness_2015,araujo agm,"on vastness and variability: cultural transmission, historicity, and the paleoindian record in eastern south america",anais da academia brasileira de ciencias,10.1590/0001-3765201520140219,3,2015,1,0.6842866075000084,0.5819070904645477
gautney_new_2015,gautney jr;holliday tw,new estimations of habitable land area and human population size at the last glacial maximum,journal of archaeological science,10.1016/j.jas.2015.03.028,2,2015,14,0.6526822377063254,0.6919315403422983
lycett_toward_2015,lycett sj;von cramon-taubadel n,toward a ``quantitative genetic'' approach to lithic variation,journal of archaeological method and theory,10.1007/s10816-013-9200-9,3,2015,280,0.8046263796994184,0.7995110024449877
morgan_is_2015,morgan c,is it intensification yet? current archaeological perspectives on the evolution of hunter-gatherer economies,journal of archaeological research,10.1007/s10814-014-9079-3,5,2015,1,0.8675408442284559,0.5525672371638142
munson_metaphors_2015,munson j,from metaphors to practice operationalizing network concepts for archaeological stratigraphy,journal of archaeological method and theory,10.1007/s10816-013-9181-8,3,2015,34,0.7215495726056209,0.18092909535452323
romanowska_so_2015,romanowska i,so you think you can model? a guide to building and evaluating archaeological simulation models of dispersals,human biology,10.13110/humanbiology.87.3.0169,3,2015,7,0.7745016221792483,0.35207823960880197
wren_does_2015,wren cd;costopoulos a,does environmental knowledge inhibit hominin dispersal?,human biology,10.13110/humanbiology.87.3.0205,4,2015,86,0.7678044979351528,0.6503667481662592
isaksson_novel_2015,isaksson s;funcke a;envall i;enquist m;lindenfors p,"a novel method to analyze social transmission in chronologically sequenced assemblages, implemented on cultural inheritance of the art of cooking",plos one,10.1371/journal.pone.0122092,4,2015,9,0.27788396649115016,0.014669926650366748
fort_demic_2015,fort j,demic and cultural diffusion propagated the neolithic transition across different regions of europe,journal of the royal society interface,10.1098/rsif.2015.0166,2,2015,4,0.512451932910024,0.11491442542787286
sear_evolutionary_2015,sear r,evolutionary contributions to the study of human fertility,population studies-a journal of demography,10.1080/00324728.2014.982905,1,2015,5,0.7045096653267832,0.5672371638141809
lipo_theoretically-sufficient_2015,lipo cp;madsen me;dunnell rc,a theoretically-sufficient and computationally-practical technique for deterministic frequency seriation,plos one,10.1371/journal.pone.0124942,3,2015,62,0.6605484892781763,0.41075794621026895
lycett_cultural_2015,lycett sj,"cultural evolutionary approaches to artifact variation over time and space: basis, progress, and prospects",journal of archaeological science,10.1016/j.jas.2015.01.004,3,2015,55,0.7578502505142675,0.8386308068459658
kozlowski_origin_2015,kozlowski jk,the origin of the gravettian,quaternary international,10.1016/j.quaint.2014.03.025,4,2015,62,0.42529588276197744,0.017114914425427872
eren_social_2015,eren mi;buchanan b;o'brien mj,social learning and technological evolution during the clovis colonization of the new world,journal of human evolution,10.1016/j.jhevol.2015.01.002,3,2015,11,0.8015662474314428,0.7188264058679706
rappaport_matrix_2015,rappaport mb;corbally c,"matrix thinking: an adaptation at the foundation of human science, religion, and art",zygon,10.1111/zygo.12161,4,2015,74,0.6210573494747069,0.18337408312958436
shennan_isolation-by-distance_2015,shennan sj;crema er;kerig t,"isolation-by-distance, homophily, and ``core'' vs. ``package'' cultural evolution models in neolithic europe",evolution and human behavior,10.1016/j.evolhumbehav.2014.09.006,1,2015,37,0.6366197095969383,0.34474327628361856
rangan_food_2015,rangan h;alpers ea;denham t;kull ca;carney j,food traditions and landscape histories of the indian ocean world: theoretical and methodological reflections,environment and history,10.3197/096734015x14183179969863,1,2015,36,0.6457808299160048,0.07823960880195599
rorabaugh_timing_2015,rorabaugh an;fulkerson tj,"timing of the introduction of arrow technologies in the salish sea, northwest north america",lithic technology,10.1179/2051618514y.0000000009,3,2015,73,0.704817681108464,0.2713936430317848
stevenson_telling_2015,stevenson a,telling times: time and ritual in the realization of the early egyptian state,cambridge archaeological journal,10.1017/s0959774314000742,2,2015,8,0.7822811108958074,0.20537897310513448
gayo_timing_2015,gayo em;latorre c;santoro cm,timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the south-central andes (16 degrees-25 degrees s),quaternary international,10.1016/j.quaint.2014.09.076,2,2015,30,0.6622578408703866,0.16136919315403422
gibson_applying_2015,gibson ma;lawson dw,applying evolutionary anthropology,evolutionary anthropology,10.1002/evan.21432,1,2015,22,0.7236640738137566,0.24205378973105135
haidle_nature_2015,haidle mn;bolus m;collard m;conard nj;garofoli d;lombard m;nowell a;tennie c;whiten a,the nature of culture: an eight-grade model for the evolution and expansion of cultural capacities in hominins and other animals,journal of anthropological sciences,10.4436/jass.93011,4,2015,26,0.793706922329796,0.5990220048899756
jipa_some_2015,jipa m,some ancient systems versus the alphabetic form of writing,discourse as a form of multiculturalism in literature and communication - history and cultural mentalities,NA,NA,NA,NA,NA,NA
de_la_torre_transition_2014,de la torre i;mora r,the transition to the acheulean in east africa: an assessment of paradigms and evidence from olduvai gorge (tanzania),journal of archaeological method and theory,10.1007/s10816-013-9176-5,4,2014,12,0.7853784426619936,0.18092909535452323
lam_everything_2014,lam w,everything old is new again? rethinking the transition to cast iron production in the central plains of china,journal of anthropological research,10.3998/jar.0521004.0070.402,3,2014,40,0.651242546927885,0.34474327628361856
popov_neolithization_2014,popov an;tabarev av;mikishin ya,"neolithization and ancient landscapes in southern primorye, russian far east",journal of world prehistory,10.1007/s10963-014-9073-1,NA,NA,NA,NA,NA
timpson_reconstructing_2014,timpson a;colledge s;crema e;edinborough k;kerig t;manning k;thomas mg;shennan s,reconstructing regional population fluctuations in the european neolithic using radiocarbon dates: a new case-study using an improved method,journal of archaeological science,10.1016/j.jas.2014.08.011,2,2014,55,0.42916142059075446,0.13202933985330073
warinner_direct_2014,warinner c;hendy j;speller c;cappellini r;trachsel c;arneborg j;lynnerup oe;swallow dm;fotakis a;christensen rj;olsen jv;liebert a;montalva n;fiddyment s;mackie m;canci a;bouwman a;ruehli f;gilbert mtp;collins mj,direct evidence of milk consumption from ancient human dental calculus,scientific reports,10.1038/srep07104,2,2014,74,0.3008344806787337,0.014669926650366748
hrotic_evolution_2014,hrotic s,the evolution and extinction of science fiction,public understanding of science,10.1177/0963662513478898,1,2014,48,0.5015554395429777,0.18337408312958436
oinonen_event_2014,oinonen m;pesonen p;alenius t;heyd v;holmqvist-saukkonen e;kivimaki s;nygren t;sundell t;onkamo p,event reconstruction through bayesian chronology: massive mid-holocene lake-burst triggered large-scale ecological and cultural change,holocene,10.1177/0959683614544049,2,2014,29,0.4704404748364198,0.17114914425427874
waymire_neuroscience_2014,waymire gb,neuroscience and ultimate causation in accounting research,accounting review,10.2308/accr-50881,1,2014,45,0.45521586988670965,0.08557457212713937
woodbridge_impact_2014,woodbridge j;fyfe rm;roberts n;downey s;edinborough k;shennan s,the impact of the neolithic agricultural transition in britain: a comparison of pollen-based land-cover and archaeological c-14 date-inferred population change,journal of archaeological science,10.1016/j.jas.2012.10.025,2,2014,38,0.4443763224112365,0.09290953545232274
martin_great_2014,martin lh,great expectations for ara norenzayan's big gods,religion,10.1080/0048721x.2014.937062,1,2014,4,0.3409048476870537,0.022004889975550123
crema_approximate_2014,crema er;edinborough k;kerig t;shennan sj,an approximate bayesian computation approach for inferring patterns of cultural evolutionary change,journal of archaeological science,10.1016/j.jas.2014.07.014,3,2014,5,0.7262411277527577,0.7628361858190709
manning_demographic_2014,manning k;timpson a,the demographic response to holocene climate change in the sahara,quaternary science reviews,10.1016/j.quascirev.2014.07.003,2,2014,13,0.5375223582574561,0.10757946210268948
schug_birth_2014,schug gr;goldman hm,"birth is but our death begun: a bioarchaeological assessment of skeletal emaciation in immature human skeletons in the context of environmental, social, and subsistence transition",american journal of physical anthropology,10.1002/ajpa.22536,2,2014,15,0.3894850160309605,0.05378973105134474
bentley_effects_2014,bentley ra;caiado ccs;ormerod p,effects of memory on spatial heterogeneity in neutrally transmitted culture,evolution and human behavior,10.1016/j.evolhumbehav.2014.02.001,3,2014,1,0.685306231311561,0.6943765281173594
mackay_coalescence_2014,mackay a;stewart ba;chase bm,coalescence and fragmentation in the late pleistocene archaeology of southernmost africa,journal of human evolution,10.1016/j.jhevol.2014.03.003,4,2014,13,0.8905465206135409,0.8386308068459658
barcelo_modeling_2014,barcelo ja;capuzzo g;bogdanovic i,modeling expansive phenomena in early complex societies: the transition from bronze iron age in prehistoric europe,journal of archaeological method and theory,10.1007/s10816-013-9195-2,2,2014,5,0.7069925648353326,0.6919315403422983
downey_all_2014,downey g,all forms of writing,mind \& language,10.1111/mila.12052,1,2014,18,0.39467067765664837,0.13202933985330073
lake_trends_2014,lake mw,trends in archaeological simulation,journal of archaeological method and theory,10.1007/s10816-013-9188-1,3,2014,6,0.8687076203759877,0.5745721271393643
sarjeant_mental_2014,sarjeant c,"mental templates and ceramic manufacture at neolithic an son, southern vietnam",cambridge archaeological journal,10.1017/s0959774314000468,3,2014,14,0.6401758656318313,0.5916870415647921
dean_human_2014,dean lg;vale gl;laland kn;flynn e;kendal rl,human cumulative culture: a comparative perspective,biological reviews,10.1111/brv.12053,4,2014,1,0.7011273097921318,0.7114914425427873
okumura_long-term_2014,okumura m;araujo agm,long-term cultural stability in hunter-gatherers: a case study using traditional and geometric morphometric analysis of lithic stemmed bifacial points from southern brazil,journal of archaeological science,10.1016/j.jas.2014.02.009,3,2014,39,0.7136238877265713,0.5207823960880196
crema_culture_2014,crema er;kerig t;shennan s,"culture, space, and metapopulation: a simulation-based study for evaluating signals of blending and branching",journal of archaeological science,10.1016/j.jas.2014.01.002,3,2014,1,0.6855463660782465,0.6821515892420538
iamoni_transitions_2014,iamoni m,"transitions in ceramics, a critical account and suggested approach: case-study through comparison of the eba-mba and mba-lba horizons at qatna",levant,10.1179/0075891413z.00000000028,3,2014,63,0.7980994375171049,0.39119804400978
power_economic_2014,power rc;rosen am;nadel d,the economic and ritual utilization of plants at the raqefet cave natufian site: the evidence from phytoliths,journal of anthropological archaeology,10.1016/j.jaa.2013.11.002,2,2014,1,0.61500435336589665,0.07579462102689487
ma_process_2014,ma m;dong g;chen f;meng x;wang z;elston r;li g,"process of paleofloods in guanting basin, qinghai province, china and possible relation to monsoon strength during the mid-holocene",quaternary international,10.1016/j.quaint.2012.05.031,2,2014,3,0.517179568718122,0.1295843520782396
muthukrishna_sociality_2014,muthukrishna m;shulman bw;vasilescu j,sociality influences cultural complexity,proceedings of the royal society b-biological sciences,10.1098/rspb.2013.2511,4,2014,1,0.6564532996451072,0.45965770171149145
abel_culture_2014,abel t,culture in cycles: considering h. t. odum's `information cycle',international journal of general systems,10.1080/03081079.2013.852188,1,2014,1,0.6243809703780983,0.3056234718826406
jolie_technology_2014,jolie ea,"technology, learning, and innovation in textile arts: integrating archaeological and ethnographic perspectives",north american archaeologist,10.2190/na.35.4.c,3,2014,22,0.7356188206550107,0.7506112469437652
vaesen_modelling_2014,vaesen k;houkes w,modelling the truth of scientific beliefs with cultural evolutionary theory,synthese,10.1007/s11229-013-0257-5,4,2014,32,0.5447330059094427,0.6259168704156479
dong_spatiotemporal_2013,dong g;wang l;cui y;elston r;chen f,"the spatiotemporal pattern of the majiayao cultural evolution and its relation to climate change and variety of subsistence strategy during late neolithic period in gansu and qinghai provinces, northwest china",quaternary international,10.1016/j.quaint.2013.07.038,2,2013,2,0.609662220619264,0.17603911980440098
cochrane_plainware_2013,cochrane ee;rieth tm;dickinson wr,"plainware ceramics from samoa: insights into ceramic chronology, cultural transmission, and selection among colonizing populations",journal of anthropological archaeology,10.1016/j.jaa.2013.08.005,3,2013,4,0.755237227409977,0.5403422982885085
collard_population_2013,collard m;buchanan b;o''brien mj,population size as an explanation for patterns in the paleolithic archaeological record more caution is needed,current anthropology,10.1086/673881,4,2013,19,0.6313155275893834,0.4841075794621027
kline_teaching_2013,kline ma;boyd r;henrich j,teaching and the life history of cultural transmission in fijian villages,human nature-an interdisciplinary biosocial perspective,10.1007/s12110-013-9180-1,1,2013,3,0.6390197150934649,0.5990220048899756
kuhn_alternative_2013,kuhn sl;hovers e,alternative pathways to complexity: evolutionary trajectories in the middle paleolithic and middle stone age an introduction to supplement 8,current anthropology,10.1086/673501,4,2013,9,0.7652902485192297,0.31295843520782396
mace_cooperation_2013,mace r,cooperation and conflict between women in the family,evolutionary anthropology,10.1002/evan.21374,1,2013,4,0.5528692116334465,0.12224938875305623
nettle_human_2013,nettle d;gibson ma;lawson dw;sear r,human behavioral ecology: current research and future prospects,behavioral ecology,10.1093/beheco/ars222,1,2013,14,0.8619903840734588,0.39364303178484106
parkington_introduction_2013,parkington je;rigaud jp;poggenpoel c;porraz g;texier pj,"introduction to the project and excavation of diepkloof rock shelter (western cape, south africa): a view on the middle stone age",journal of archaeological science,10.1016/j.jas.2013.02.017,4,2013,30,0.5625509935056239,0.14180929095354522
